date,state,district,age_0_5,age_5_17,age_18_greater,total_enrolment
2025-09-20,Tamil Nadu,Erode,64,12,0,76
2025-09-20,Tamil Nadu,Kallakurichi,3,0,0,3
2025-09-20,Tamil Nadu,Kancheepuram,163,55,2,220
2025-09-20,Tamil Nadu,Kanyakumari,46,6,0,52
2025-09-20,Tamil Nadu,Karur,44,6,0,50
2025-09-20,Tamil Nadu,Krishnagiri,54,5,0,59
2025-09-20,Tamil Nadu,Madurai,113,11,0,124
2025-09-20,Tamil Nadu,Mayiladuthurai,5,1,0,6
2025-09-20,Tamil Nadu,Nagapattinam,30,5,0,35
2025-09-20,Tamil Nadu,Namakkal,136,6,0,142
2025-09-20,Tamil Nadu,Perambalur,22,3,0,25
2025-09-20,Tamil Nadu,Pudukottai,53,40,0,93
2025-09-20,Tamil Nadu,Ramanathapuram,38,5,0,43
2025-09-20,Tamil Nadu,Ranipet,3,0,0,3
2025-09-20,Tamil Nadu,Salem,86,20,0,106
2025-09-20,Tamil Nadu,Sivaganga,44,6,0,50
2025-09-20,Tamil Nadu,Tenkasi,11,1,0,12
2025-09-20,Tamil Nadu,Thanjavur,68,16,0,84
2025-09-20,Tamil Nadu,The Nilgiris,11,2,0,13
2025-09-20,Tamil Nadu,Theni,51,3,0,54
2025-09-20,Tamil Nadu,Thiruvallur,136,38,0,174
2025-09-20,Tamil Nadu,Thiruvarur,31,10,0,41
2025-09-20,Tamil Nadu,Thoothukudi,50,12,0,62
2025-09-20,Tamil Nadu,Tiruchirappalli,95,26,0,121
2025-09-20,Tamil Nadu,Tirunelveli,99,18,0,117
2025-09-20,Tamil Nadu,Tirupathur,8,0,0,8
2025-09-20,Tamil Nadu,Tiruppur,61,10,0,71
2025-09-20,Tamil Nadu,Tiruvannamalai,56,3,0,59
2025-09-20,Tamil Nadu,Vellore,96,11,0,107
2025-09-20,Tamil Nadu,Viluppuram,90,12,0,102
2025-09-20,Tamil Nadu,Virudhunagar,35,6,0,41
2025-09-20,Telangana,Adilabad,35,3,0,38
2025-09-20,Telangana,Bhadradri Kothagudem,12,2,0,14
2025-09-20,Telangana,Hyderabad,163,32,1,196
2025-09-20,Telangana,Jagitial,31,2,0,33
2025-09-20,Telangana,Jangaon,1,0,0,1
2025-09-20,Telangana,Jayashankar Bhupalapally,10,2,0,12
2025-09-20,Telangana,Jogulamba Gadwal,16,3,0,19
2025-09-20,Telangana,Kamareddy,19,4,0,23
2025-09-20,Telangana,Karimnagar,78,10,0,88
2025-09-20,Telangana,Khammam,36,8,0,44
2025-09-20,Telangana,Mahabubabad,10,0,0,10
2025-09-20,Telangana,Mahabubnagar,112,29,0,141
2025-09-20,Telangana,Medak,70,11,0,81
2025-09-20,Telangana,Medchal–Malkajgiri,61,15,0,76
2025-09-20,Telangana,Mulugu,6,0,0,6
2025-09-20,Telangana,Nagarkurnool,13,3,0,16
2025-09-20,Telangana,Nalgonda,78,13,0,91
2025-09-20,Telangana,Narayanpet,12,0,0,12
2025-09-20,Telangana,Nirmal,14,1,0,15
2025-09-20,Telangana,Nizamabad,65,6,0,71
2025-09-20,Telangana,Peddapalli,5,1,0,6
2025-09-20,Telangana,Rajanna Sircilla,7,0,0,7
2025-09-20,Telangana,Sangareddy,24,5,0,29
2025-09-20,Telangana,Siddipet,26,1,0,27
2025-09-20,Telangana,Suryapet,16,7,0,23
2025-09-20,Telangana,Vikarabad,24,7,0,31
2025-09-20,Telangana,Wanaparthy,12,2,0,14
2025-09-20,Telangana,Warangal Rural,5,0,0,5
2025-09-20,Telangana,Warangal Urban,8,0,0,8
2025-09-20,Tripura,Dhalai,5,1,0,6
2025-09-20,Tripura,Gomati,3,1,0,4
2025-09-20,Tripura,Khowai,2,0,0,2
2025-09-20,Tripura,North Tripura,7,0,0,7
2025-09-20,Tripura,Sepahijala,8,7,0,15
2025-09-20,Tripura,South Tripura,15,7,0,22
2025-09-20,Tripura,Unakoti,3,2,0,5
2025-09-20,Tripura,West Tripura,17,4,0,21
2025-09-20,Uttar Pradesh,Agra,70,88,1,159
2025-09-20,Uttar Pradesh,Aligarh,71,41,3,115
2025-09-20,Uttar Pradesh,Ambedkar Nagar,48,58,0,106
2025-09-20,Uttar Pradesh,Amethi,43,55,1,99
2025-09-20,Uttar Pradesh,Amroha,45,18,0,63
2025-09-20,Uttar Pradesh,Auraiya,11,17,0,28
2025-09-20,Uttar Pradesh,Ayodhya,14,6,0,20
2025-09-20,Uttar Pradesh,Azamgarh,59,172,1,232
2025-09-20,Uttar Pradesh,Baghpat,26,60,0,86
2025-09-20,Uttar Pradesh,Bahraich,74,123,6,203
2025-09-20,Uttar Pradesh,Ballia,45,71,0,116
2025-09-20,Uttar Pradesh,Balrampur,32,56,1,89
2025-09-20,Uttar Pradesh,Banda,39,47,0,86
2025-09-20,Uttar Pradesh,Barabanki,8,2,0,10
2025-09-20,Uttar Pradesh,Bareilly,92,71,2,165
2025-09-20,Uttar Pradesh,Basti,68,43,0,111
2025-09-20,Uttar Pradesh,Bhadohi,0,1,0,1
2025-09-20,Uttar Pradesh,Bijnor,88,44,0,132
2025-09-20,Uttar Pradesh,Budaun,30,52,5,87
2025-09-20,Uttar Pradesh,Bulandshahr,57,71,0,128
2025-09-20,Uttar Pradesh,Chandauli,38,45,0,83
2025-09-20,Uttar Pradesh,Chitrakoot,24,23,0,47
2025-09-20,Uttar Pradesh,Deoria,40,68,0,108
2025-09-20,Uttar Pradesh,Etah,20,18,0,38
2025-09-20,Uttar Pradesh,Etawah,35,22,0,57
2025-09-20,Uttar Pradesh,Farrukhabad,21,29,2,52
2025-09-20,Uttar Pradesh,Fatehpur,38,45,0,83
2025-09-20,Uttar Pradesh,Firozabad,39,40,1,80
2025-09-20,Uttar Pradesh,Gautam Buddha Nagar,85,75,3,163
2025-09-20,Uttar Pradesh,Ghaziabad,103,122,2,227
2025-09-20,Uttar Pradesh,Ghazipur,57,91,0,148
2025-09-20,Uttar Pradesh,Gonda,70,90,2,162
2025-09-20,Uttar Pradesh,Gorakhpur,57,127,0,184
2025-09-20,Uttar Pradesh,Hamirpur,20,7,0,27
2025-09-20,Uttar Pradesh,Hapur,35,17,0,52
2025-09-20,Uttar Pradesh,Hardoi,57,58,0,115
2025-09-20,Uttar Pradesh,Hathras,24,20,0,44
2025-09-20,Uttar Pradesh,Jalaun,24,42,0,66
2025-09-20,Uttar Pradesh,Jaunpur,49,121,1,171
2025-09-20,Uttar Pradesh,Jhansi,58,43,1,102
2025-09-20,Uttar Pradesh,Kannauj,29,43,2,74
2025-09-20,Uttar Pradesh,Kanpur Dehat,39,35,1,75
2025-09-20,Uttar Pradesh,Kanpur Nagar,98,105,3,206
2025-09-20,Uttar Pradesh,Kasganj,16,20,2,38
2025-09-20,Uttar Pradesh,Kaushambi,38,27,0,65
2025-09-20,Uttar Pradesh,Kheri,98,128,4,230
2025-09-20,Uttar Pradesh,Kushinagar,44,80,0,124
2025-09-20,Uttar Pradesh,Lalitpur,38,10,1,49
2025-09-20,Uttar Pradesh,Lucknow,122,103,0,225
2025-09-20,Uttar Pradesh,Maharajganj,45,124,0,169
2025-09-20,Uttar Pradesh,Mahoba,22,14,0,36
2025-09-20,Uttar Pradesh,Mainpuri,42,71,0,113
2025-09-20,Uttar Pradesh,Mathura,41,64,0,105
2025-09-20,Uttar Pradesh,Mau,36,63,0,99
2025-09-20,Uttar Pradesh,Meerut,96,73,0,169
2025-09-20,Uttar Pradesh,Mirzapur,38,36,0,74
2025-09-20,Uttar Pradesh,Moradabad,75,30,2,107
2025-09-20,Uttar Pradesh,Muzaffarnagar,58,43,0,101
2025-09-20,Uttar Pradesh,Pilibhit,27,18,2,47
2025-09-20,Uttar Pradesh,Pratapgarh,80,95,0,175
2025-09-20,Uttar Pradesh,Prayagraj,6,8,0,14
2025-09-20,Uttar Pradesh,Rampur,63,51,0,114
2025-09-20,Uttar Pradesh,Saharanpur,82,23,0,105
2025-09-20,Uttar Pradesh,Sambhal,42,25,3,70
2025-09-20,Uttar Pradesh,Sant Kabir Nagar,20,32,0,52
2025-09-20,Uttar Pradesh,Shahjahanpur,55,54,2,111
2025-09-20,Uttar Pradesh,Shamli,51,37,0,88
2025-09-20,Uttar Pradesh,Siddharthnagar,18,39,9,66
2025-09-20,Uttar Pradesh,Sitapur,75,96,0,171
2025-09-20,Uttar Pradesh,Sonbhadra,39,28,0,67
2025-09-20,Uttar Pradesh,Sultanpur,44,81,0,125
2025-09-20,Uttar Pradesh,Unnao,54,85,0,139
2025-09-20,Uttar Pradesh,Varanasi,68,114,0,182
2025-09-20,Uttarakhand,Almora,10,1,1,12
2025-09-20,Uttarakhand,Bageshwar,7,0,0,7
2025-09-20,Uttarakhand,Chamoli,7,1,0,8
2025-09-20,Uttarakhand,Champawat,9,1,0,10
2025-09-20,Uttarakhand,Dehradun,100,12,0,112
2025-09-20,Uttarakhand,Haridwar,44,11,0,55
2025-09-20,Uttarakhand,Nainital,36,4,0,40
2025-09-20,Uttarakhand,Pauri Garhwal,15,0,0,15
2025-09-20,Uttarakhand,Pithoragarh,12,2,0,14
2025-09-20,Uttarakhand,Rudraprayag,9,0,0,9
2025-09-20,Uttarakhand,Tehri Garhwal,36,3,0,39
2025-09-20,Uttarakhand,Udham Singh Nagar,71,19,0,90
2025-09-20,Uttarakhand,Uttarkashi,2,1,0,3
2025-09-20,West Bengal,Alipurduar,7,3,0,10
2025-09-20,West Bengal,Bankura,127,30,1,158
2025-09-20,West Bengal,Birbhum,195,22,0,217
2025-09-20,West Bengal,Cooch Behar,77,30,0,107
2025-09-20,West Bengal,Dakshin Dinajpur,103,15,0,118
2025-09-20,West Bengal,Darjeeling,39,18,1,58
2025-09-20,West Bengal,Hooghly,156,46,0,202
2025-09-20,West Bengal,Howrah,111,46,0,157
2025-09-20,West Bengal,Jalpaiguri,69,51,3,123
2025-09-20,West Bengal,Jhargram,18,4,0,22
2025-09-20,West Bengal,Kalimpong,1,0,0,1
2025-09-20,West Bengal,Kolkata,49,50,3,102
2025-09-20,West Bengal,Malda,181,55,1,237
2025-09-20,West Bengal,Murshidabad,425,55,0,480
2025-09-20,West Bengal,Nadia,139,42,1,182
2025-09-20,West Bengal,Paschim Bardhaman,18,7,0,25
2025-09-20,West Bengal,Paschim Medinipur,228,44,0,272
2025-09-20,West Bengal,Purba Bardhaman,23,7,3,33
2025-09-20,West Bengal,Purba Medinipur,164,16,1,181
2025-09-20,West Bengal,Purulia,129,47,0,176
2025-09-20,West Bengal,Uttar Dinajpur,161,79,0,240
2025-09-21,Andhra Pradesh,Ananthapuramu,1,0,0,1
2025-09-21,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema,0,1,0,1
2025-09-21,Andhra Pradesh,East Godavari,1,0,0,1
2025-09-21,Andhra Pradesh,Kakinada,1,0,0,1
2025-09-21,Andhra Pradesh,Krishna,2,0,0,2
2025-09-21,Andhra Pradesh,Parvathipuram Manyam,0,0,1,1
2025-09-21,Andhra Pradesh,Sri Sathya Sai,1,0,0,1
2025-09-21,Andhra Pradesh,Srikakulam,2,1,0,3
2025-09-21,Andhra Pradesh,Visakhapatnam,4,0,0,4
2025-09-21,Andhra Pradesh,Vizianagaram,1,0,0,1
2025-09-21,Andhra Pradesh,West Godavari,1,0,0,1
2025-09-21,Arunachal Pradesh,Longding,1,0,0,1
2025-09-21,Arunachal Pradesh,Papum Pare,0,1,0,1
2025-09-21,Assam,Baksa,1,1,0,2
2025-09-21,Assam,Barpeta,2,0,0,2
2025-09-21,Assam,Biswanath,1,0,0,1
2025-09-21,Assam,Bongaigaon,5,0,0,5
2025-09-21,Assam,Cachar,28,6,1,35
2025-09-21,Assam,Charaideo,1,0,0,1
2025-09-21,Assam,Dhemaji,1,0,0,1
2025-09-21,Assam,Hailakandi,7,4,0,11
2025-09-21,Assam,Hojai,6,2,0,8
2025-09-21,Assam,Karbi Anglong,4,2,0,6
2025-09-21,Assam,Kokrajhar,3,1,0,4
2025-09-21,Assam,Lakhimpur,1,1,0,2
2025-09-21,Assam,Nagaon,3,3,0,6
2025-09-21,Assam,Sonitpur,2,1,0,3
2025-09-21,Bihar,Araria,6,2,1,9
2025-09-21,Bihar,Arwal,2,7,0,9
2025-09-21,Bihar,Aurangabad,1,3,0,4
2025-09-21,Bihar,Banka,5,9,0,14
2025-09-21,Bihar,Begusarai,1,4,0,5
2025-09-21,Bihar,Bhagalpur,7,17,0,24
2025-09-21,Bihar,Bhojpur,4,5,0,9
2025-09-21,Bihar,Buxar,1,1,0,2
2025-09-21,Bihar,Darbhanga,23,8,0,31
2025-09-21,Bihar,East Champaran,8,13,1,22
2025-09-21,Bihar,Gaya,2,15,0,17
2025-09-21,Bihar,Gopalganj,4,7,1,12
2025-09-21,Bihar,Jamui,9,7,0,16
2025-09-21,Bihar,Jehanabad,0,18,1,19
2025-09-21,Bihar,Katihar,2,1,0,3
2025-09-21,Bihar,Khagaria,1,1,0,2
2025-09-21,Bihar,Kishanganj,2,2,0,4
2025-09-21,Bihar,Lakshisarai,1,2,0,3
2025-09-21,Bihar,Madhepura,5,12,0,17
2025-09-21,Bihar,Madhubani,10,17,0,27
2025-09-21,Bihar,Munger,1,0,1,2
2025-09-21,Bihar,Muzaffarpur,26,34,0,60
2025-09-21,Bihar,Nalanda,3,10,0,13
2025-09-21,Bihar,Nawada,0,9,0,9
2025-09-21,Bihar,Patna,18,58,2,78
2025-09-21,Bihar,Purnia,10,15,1,26
2025-09-21,Bihar,Rohtas,2,5,0,7
2025-09-21,Bihar,Saharsa,5,14,0,19
2025-09-21,Bihar,Samastipur,9,15,0,24
2025-09-21,Bihar,Saran,9,41,1,51
2025-09-21,Bihar,Sheikhpura,1,8,0,9
2025-09-21,Bihar,Sheohar,0,2,0,2
2025-09-21,Bihar,Sitamarhi,4,10,3,17
2025-09-21,Bihar,Siwan,5,16,0,21
2025-09-21,Bihar,Supaul,5,8,0,13
2025-09-21,Bihar,Vaishali,2,13,0,15
2025-09-21,Bihar,West Champaran,2,16,4,22
2025-09-21,Chandigarh,Chandigarh,3,1,0,4
2025-09-21,Chhattisgarh,Balod,1,0,0,1
2025-09-21,Chhattisgarh,Bastar,2,2,0,4
2025-09-21,Chhattisgarh,Bemetara,1,0,0,1
2025-09-21,Chhattisgarh,Bilaspur,2,0,0,2
2025-09-21,Chhattisgarh,Durg,1,0,0,1
2025-09-21,Chhattisgarh,Janjgir-Champa,1,0,0,1
2025-09-21,Chhattisgarh,Jashpur,3,0,0,3
2025-09-21,Chhattisgarh,Korba,0,2,0,2
2025-09-21,Chhattisgarh,Mungeli,3,0,0,3
2025-09-21,Chhattisgarh,Raipur,5,2,0,7
2025-09-21,Chhattisgarh,Surajpur,0,1,0,1
2025-09-21,Chhattisgarh,Surguja,4,0,0,4
2025-09-21,Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,1,1,0,2
2025-09-21,Delhi,Central Delhi,1,0,0,1
2025-09-21,Delhi,East Delhi,10,1,0,11
2025-09-21,Delhi,New Delhi,0,1,0,1
2025-09-21,Delhi,North Delhi,1,1,0,2
2025-09-21,Delhi,North East Delhi,4,3,0,7
2025-09-21,Delhi,North West Delhi,9,9,0,18
2025-09-21,Delhi,Shahdara,0,1,0,1
2025-09-21,Delhi,South Delhi,18,3,0,21
2025-09-21,Delhi,South West Delhi,5,2,1,8
2025-09-21,Delhi,West Delhi,8,3,0,11
2025-09-21,Gujarat,Ahmedabad,12,7,0,19
2025-09-21,Gujarat,Amreli,1,0,0,1
2025-09-21,Gujarat,Banaskantha,1,0,0,1
2025-09-21,Gujarat,Bharuch,1,0,0,1
2025-09-21,Gujarat,Bhavnagar,1,0,0,1
2025-09-21,Gujarat,Botad,1,1,0,2
2025-09-21,Gujarat,Dahod,1,0,0,1
2025-09-21,Gujarat,Gir Somnath,1,0,0,1
2025-09-21,Gujarat,Jamnagar,13,1,0,14
2025-09-21,Gujarat,Panchmahal,4,0,0,4
2025-09-21,Gujarat,Patan,0,1,0,1
2025-09-21,Gujarat,Rajkot,2,0,0,2
2025-09-21,Gujarat,Surat,27,7,0,34
2025-09-21,Gujarat,Vadodara,7,4,0,11
2025-09-21,Gujarat,Valsad,2,4,0,6
2025-09-21,Haryana,Faridabad,7,6,0,13
2025-09-21,Haryana,Fatehabad,1,0,0,1
2025-09-21,Haryana,Hisar,1,0,0,1
2025-09-21,Haryana,Jhajjar,2,0,0,2
2025-09-21,Haryana,Mahendragarh,1,0,0,1
2025-09-21,Haryana,Palwal,0,1,0,1
2025-09-21,Haryana,Panipat,2,1,0,3
2025-09-21,Haryana,Rewari,1,0,0,1
2025-09-21,Haryana,Rohtak,1,0,0,1
2025-09-21,Himachal Pradesh,Shimla,3,6,0,9
2025-09-21,Himachal Pradesh,Una,1,0,0,1
2025-09-21,Jammu And Kashmir,Baramulla,1,0,0,1
2025-09-21,Jammu And Kashmir,Budgam,1,0,0,1
2025-09-21,Jammu And Kashmir,Doda,1,0,0,1
2025-09-21,Jammu And Kashmir,Jammu,9,4,0,13
2025-09-21,Jammu And Kashmir,Kathua,4,0,0,4
2025-09-21,Jammu And Kashmir,Samba,2,0,0,2
2025-09-21,Jammu And Kashmir,Srinagar,7,0,0,7
2025-09-21,Jammu And Kashmir,Udhampur,2,1,0,3
2025-09-21,Jharkhand,Bokaro,1,2,0,3
2025-09-21,Jharkhand,Chatra,4,5,0,9
2025-09-21,Jharkhand,Deoghar,2,2,0,4
2025-09-21,Jharkhand,Dhanbad,15,13,0,28
2025-09-21,Jharkhand,Dumka,0,3,0,3
2025-09-21,Jharkhand,East Singhbhum,8,2,0,10
2025-09-21,Jharkhand,Garhwa,4,8,0,12
2025-09-21,Jharkhand,Giridih,8,9,1,18
2025-09-21,Jharkhand,Godda,7,1,0,8
2025-09-21,Jharkhand,Gumla,1,4,0,5
2025-09-21,Jharkhand,Hazaribagh,8,4,0,12
2025-09-21,Jharkhand,Jamtara,3,3,0,6
2025-09-21,Jharkhand,Khunti,8,1,0,9
2025-09-21,Jharkhand,Koderma,2,1,0,3
2025-09-21,Jharkhand,Latehar,0,1,0,1
2025-09-21,Jharkhand,Lohardaga,2,4,0,6
2025-09-21,Jharkhand,Pakur,1,2,0,3
2025-09-21,Jharkhand,Palamu,1,3,0,4
2025-09-21,Jharkhand,Ramgarh,0,2,0,2
2025-09-21,Jharkhand,Ranchi,28,12,0,40
2025-09-21,Jharkhand,Saraikela-Kharsawan,5,2,0,7
2025-09-21,Jharkhand,West Singhbhum,1,0,0,1
2025-09-21,Karnataka,Bagalkote,5,0,0,5
2025-09-21,Karnataka,Belagavi,5,2,0,7
2025-09-21,Karnataka,Bidar,12,3,0,15
2025-09-21,Karnataka,Bijapur,3,1,0,4
2025-09-21,Karnataka,Chamarajanagara,16,0,0,16
2025-09-21,Karnataka,Chikkaballapura,6,0,0,6
2025-09-21,Karnataka,Chitradurga,9,0,0,9
2025-09-21,Karnataka,Dakshina Kannada,5,0,0,5
2025-09-21,Karnataka,Davanagere,5,0,0,5
2025-09-21,Karnataka,Dharwad,4,0,0,4
2025-09-21,Karnataka,Haveri,2,0,1,3
2025-09-21,Karnataka,Kalaburagi,4,0,0,4
2025-09-21,Karnataka,Kolar,0,1,0,1
2025-09-21,Karnataka,Mysuru,4,0,0,4
2025-09-21,Karnataka,Raichur,20,3,0,23
2025-09-21,Karnataka,Shivamogga,1,0,0,1
2025-09-21,Karnataka,Tumakuru,1,0,0,1
2025-09-21,Karnataka,Udupi,5,0,0,5
2025-09-21,Karnataka,Uttara Kannada,1,0,0,1
2025-09-21,Karnataka,Yadgiri,1,1,0,2
2025-09-21,Kerala,Alappuzha,2,0,0,2
2025-09-21,Kerala,Kozhikode,1,0,0,1
2025-09-21,Kerala,Palakkad,0,1,0,1
2025-09-21,Madhya Pradesh,Balaghat,2,0,0,2
2025-09-21,Madhya Pradesh,Barwani,1,0,0,1
2025-09-21,Madhya Pradesh,Bhind,5,2,0,7
2025-09-21,Madhya Pradesh,Bhopal,14,1,0,15
2025-09-21,Madhya Pradesh,Burhanpur,1,0,0,1
2025-09-21,Madhya Pradesh,Chhatarpur,1,1,0,2
2025-09-21,Madhya Pradesh,Chhindwara,3,0,0,3
2025-09-21,Madhya Pradesh,Dewas,4,1,0,5
2025-09-21,Madhya Pradesh,Dhar,1,0,0,1
2025-09-21,Madhya Pradesh,Gwalior,4,5,0,9
2025-09-21,Madhya Pradesh,Harda,1,0,0,1
2025-09-21,Madhya Pradesh,Indore,13,7,0,20
2025-09-21,Madhya Pradesh,Neemuch,1,3,0,4
2025-09-21,Madhya Pradesh,Raisen,2,0,0,2
2025-09-21,Madhya Pradesh,Ratlam,1,0,0,1
2025-09-21,Madhya Pradesh,Rewa,5,2,0,7
2025-09-21,Madhya Pradesh,Sagar,5,1,0,6
2025-09-21,Madhya Pradesh,Satna,1,0,0,1
2025-09-21,Madhya Pradesh,Sehore,1,0,0,1
2025-09-21,Madhya Pradesh,Shahdol,1,0,0,1
2025-09-21,Madhya Pradesh,Sheopur,1,1,0,2
2025-09-21,Madhya Pradesh,Shivpuri,0,7,0,7
2025-09-21,Madhya Pradesh,Sidhi,0,1,0,1
2025-09-21,Madhya Pradesh,Tikamgarh,1,1,0,2
2025-09-21,Madhya Pradesh,Umaria,3,5,0,8
2025-09-21,Maharashtra,Ahmednagar,7,18,0,25
2025-09-21,Maharashtra,Amravati,1,0,0,1
2025-09-21,Maharashtra,Aurangabad,21,10,0,31
2025-09-21,Maharashtra,Beed,1,0,0,1
2025-09-21,Maharashtra,Buldhana,8,1,0,9
2025-09-21,Maharashtra,Dhule,8,1,0,9
2025-09-21,Maharashtra,Gondia,1,0,0,1
2025-09-21,Maharashtra,Jalgaon,14,0,0,14
2025-09-21,Maharashtra,Jalna,4,1,0,5
2025-09-21,Maharashtra,Kolhapur,17,2,0,19
2025-09-21,Maharashtra,Latur,4,0,0,4
2025-09-21,Maharashtra,Mumbai Suburban,10,7,0,17
2025-09-21,Maharashtra,Nagpur,18,4,0,22
2025-09-21,Maharashtra,Nanded,4,0,0,4
2025-09-21,Maharashtra,Nandurbar,4,1,0,5
2025-09-21,Maharashtra,Nashik,20,4,1,25
2025-09-21,Maharashtra,Osmanabad,1,0,0,1
2025-09-21,Maharashtra,Palghar,5,2,0,7
2025-09-21,Maharashtra,Parbhani,1,0,0,1
2025-09-21,Maharashtra,Pune,31,10,0,41
2025-09-21,Maharashtra,Raigad,1,1,0,2
2025-09-21,Maharashtra,Ratnagiri,3,0,0,3
2025-09-21,Maharashtra,Sangli,13,3,0,16
2025-09-21,Maharashtra,Satara,1,1,0,2
2025-09-21,Maharashtra,Sindhudurg,1,0,0,1
2025-09-21,Maharashtra,Solapur,12,12,0,24
2025-09-21,Maharashtra,Thane,50,27,3,80
2025-09-21,Maharashtra,Washim,2,0,0,2
2025-09-21,Maharashtra,Yavatmal,1,0,0,1
2025-09-21,Manipur,Bishnupur,0,4,0,4
2025-09-21,Manipur,Imphal East,0,2,0,2
2025-09-21,Manipur,Thoubal,0,2,0,2
2025-09-21,Nagaland,Kiphire,1,0,0,1
2025-09-21,Nagaland,Longleng,0,1,0,1
2025-09-21,Nagaland,Mon,0,2,0,2
2025-09-21,Nagaland,Peren,1,0,0,1
2025-09-21,Nagaland,Shamator,0,17,1,18
2025-09-21,Odisha,Angul,5,1,0,6
2025-09-21,Odisha,Bhadrak,1,1,0,2
2025-09-21,Odisha,Cuttack,1,0,0,1
2025-09-21,Odisha,Jagatsinghpur,1,0,0,1
2025-09-21,Odisha,Jharsuguda,3,0,0,3
2025-09-21,Odisha,Kalahandi,2,0,0,2
2025-09-21,Odisha,Kandhamal,0,1,0,1
2025-09-21,Odisha,Khordha,3,1,0,4
2025-09-21,Odisha,Koraput,1,0,0,1
2025-09-21,Odisha,Mayurbhanj,1,0,0,1
2025-09-21,Odisha,Nuapada,1,0,0,1
2025-09-21,Odisha,Puri,1,1,0,2
2025-09-21,Odisha,Rayagada,3,1,0,4
2025-09-21,Odisha,Sambalpur,1,0,0,1
2025-09-21,Odisha,Sundargarh,1,0,0,1
2025-09-21,Puducherry,Puducherry,2,0,0,2
2025-09-21,Punjab,Amritsar,6,1,0,7
2025-09-21,Punjab,Barnala,0,1,0,1
2025-09-21,Punjab,Bathinda,1,0,0,1
2025-09-21,Punjab,Faridkot,1,0,0,1
2025-09-21,Punjab,Fazilka,1,1,0,2
2025-09-21,Punjab,Hoshiarpur,2,0,0,2
2025-09-21,Punjab,Ludhiana,16,2,0,18
2025-09-21,Punjab,Mansa,1,0,0,1
2025-09-21,Punjab,Moga,2,0,0,2
2025-09-21,Punjab,Sangrur,0,1,0,1
2025-09-21,Rajasthan,Ajmer,6,3,0,9
2025-09-21,Rajasthan,Banswara,8,4,0,12
2025-09-21,Rajasthan,Baran,1,1,0,2
2025-09-21,Rajasthan,Barmer,28,16,0,44
2025-09-21,Rajasthan,Bharatpur,0,2,0,2
2025-09-21,Rajasthan,Bhilwara,5,2,0,7
2025-09-21,Rajasthan,Bikaner,4,3,0,7
2025-09-21,Rajasthan,Bundi,2,1,0,3
2025-09-21,Rajasthan,Chittorgarh,3,3,0,6
2025-09-21,Rajasthan,Churu,5,6,0,11
2025-09-21,Rajasthan,Dungarpur,2,1,0,3
2025-09-21,Rajasthan,Jaipur,15,7,0,22
2025-09-21,Rajasthan,Jaisalmer,1,1,0,2
2025-09-21,Rajasthan,Jalore,8,6,0,14
2025-09-21,Rajasthan,Jodhpur,64,42,0,106
2025-09-21,Rajasthan,Karauli,0,4,0,4
2025-09-21,Rajasthan,Kota,15,10,0,25
2025-09-21,Rajasthan,Nagaur,18,7,1,26
2025-09-21,Rajasthan,Pali,0,5,0,5
2025-09-21,Rajasthan,Pratapgarh,6,1,0,7
2025-09-21,Rajasthan,Rajsamand,7,10,0,17
2025-09-21,Rajasthan,Sawai Madhopur,17,3,0,20
2025-09-21,Rajasthan,Sirohi,1,0,0,1
2025-09-21,Rajasthan,Tonk,2,1,0,3
2025-09-21,Rajasthan,Udaipur,2,0,0,2
2025-09-21,Tamil Nadu,Ariyalur,2,1,0,3
2025-09-21,Tamil Nadu,Chennai,8,5,0,13
2025-09-21,Tamil Nadu,Coimbatore,2,1,0,3
2025-09-21,Tamil Nadu,Cuddalore,6,0,0,6
2025-09-21,Tamil Nadu,Dindigul,2,0,0,2
2025-09-21,Tamil Nadu,Erode,0,1,0,1
2025-09-21,Tamil Nadu,Kancheepuram,4,5,0,9
2025-09-21,Tamil Nadu,Kanyakumari,0,1,0,1
2025-09-21,Tamil Nadu,Karur,1,0,0,1
2025-09-21,Tamil Nadu,Krishnagiri,3,0,0,3
2025-09-21,Tamil Nadu,Madurai,5,1,0,6
2025-09-21,Tamil Nadu,Nagapattinam,2,1,0,3
2025-09-21,Tamil Nadu,Namakkal,2,0,0,2
2025-09-21,Tamil Nadu,Perambalur,3,0,0,3
2025-09-21,Tamil Nadu,Pudukottai,1,0,0,1
2025-09-21,Tamil Nadu,Salem,1,0,0,1
2025-09-21,Tamil Nadu,Sivaganga,1,1,0,2
2025-09-21,Tamil Nadu,Thanjavur,3,5,0,8
2025-09-21,Tamil Nadu,The Nilgiris,4,0,0,4
2025-09-21,Tamil Nadu,Theni,0,1,0,1
2025-09-21,Tamil Nadu,Thiruvallur,11,6,0,17
2025-09-21,Tamil Nadu,Thiruvarur,2,3,0,5
2025-09-21,Tamil Nadu,Tiruchirappalli,7,0,0,7
2025-09-21,Tamil Nadu,Tiruppur,1,1,0,2
2025-09-21,Tamil Nadu,Tiruvannamalai,2,0,0,2
2025-09-21,Tamil Nadu,Viluppuram,1,0,0,1
2025-09-21,Tamil Nadu,Virudhunagar,1,0,0,1
2025-09-21,Telangana,Hyderabad,6,1,0,7
